learning_rate,max_depth,n_estimators,num_leaves,Accuracy,AUC,Precision,Recall,F1,ModelSize_KB
0.12,5,70,10,0.9918553185314178,0.9992951847576961,0.9802347469826155,0.970349665680149,0.9752671587528919,89.37890625
0.1,5,70,14,0.9918708667620292,0.9992992215957162,0.9823959326342548,0.9682278699049498,0.9752604474728117,118.55078125
0.1,6,50,30,0.9918786408773348,0.999378996124614,0.9847843788418246,0.965847700474468,0.9752241213021962,168.16015625
0.05,6,100,24,0.9918799365632192,0.9993342511258005,0.9849703319783739,0.9656676218662408,0.9752234710861426,273.11328125
0.05,6,120,22,0.9918682753902606,0.999442641286669,0.9843657770049296,0.9662078576909224,0.9752023011758756,301.75390625
0.1,5,70,16,0.9918436573584593,0.9993766225412208,0.9819947127331041,0.9684705845508214,0.9751857618700357,133.03515625
0.08,6,70,20,0.9918579099031863,0.9994251208628717,0.983986417548782,0.9665288673838492,0.9751795179675959,163.28515625
0.05,7,120,14,0.9918177436407737,0.9993073507044601,0.9793504268104898,0.9710308325895304,0.9751728855672495,201.37890625
0.1,6,80,10,0.991842361672575,0.999281908193617,0.9825922452029315,0.9678520536790842,0.9751664510428828,101.64453125
0.12,5,60,14,0.991824222070195,0.9993195479779955,0.9809310284727394,0.9694414431343074,0.9751523934033739,102.09765625
0.08,6,70,18,0.9918397703008064,0.9993830284891174,0.9836068185438904,0.966802900048543,0.9751324715117151,148.51953125
0.12,5,60,24,0.991833291871385,0.999419979120995,0.9833905295761639,0.9669829786567702,0.975117739713319,154.41015625
0.08,4,120,12,0.9918397703008064,0.9993084138088976,0.9845485889413867,0.965847700474468,0.9751084903050375,175.12890625
0.08,4,110,16,0.991833291871385,0.9992117666043638,0.985105515913286,0.965244828612142,0.9750740501999059,191.76953125
0.08,4,110,18,0.991833291871385,0.9992117666043638,0.985105515913286,0.965244828612142,0.9750740501999059,191.76953125
0.08,4,110,20,0.991833291871385,0.9992117666043638,0.985105515913286,0.965244828612142,0.9750740501999059,191.76953125
0.08,4,110,22,0.991833291871385,0.9992117666043638,0.985105515913286,0.965244828612142,0.9750740501999059,191.76953125
0.08,4,110,24,0.991833291871385,0.9992117666043638,0.985105515913286,0.965244828612142,0.9750740501999059,191.76953125
0.08,4,110,26,0.991833291871385,0.9992117666043638,0.985105515913286,0.965244828612142,0.9750740501999059,191.76953125
0.08,4,110,28,0.991833291871385,0.9992117666043638,0.985105515913286,0.965244828612142,0.9750740501999059,191.76953125
0.08,4,110,30,0.991833291871385,0.9992117666043638,0.985105515913286,0.965244828612142,0.9750740501999059,191.76953125
0.1,5,80,10,0.9918125608972366,0.9992513934688245,0.9826888364067209,0.9675701915096852,0.9750709131722943,101.56640625
0.08,5,110,10,0.991809969525468,0.9993073857024325,0.9826118067978533,0.9676328275473294,0.9750647936661972,138.36328125
0.05,6,110,22,0.9918229263843108,0.9993896428080611,0.9843459528463717,0.96594948403564,0.9750609546465816,277.05078125
0.08,5,90,20,0.9918073781536995,0.9993719123781954,0.9833647881379552,0.9668498770767762,0.9750374063853391,207.47265625
0.1,6,50,16,0.9918047867819308,0.9992238708396979,0.9833414290378322,0.9668577065814816,0.9750299048965073,96.66015625
0.05,7,80,20,0.9918060824678152,0.9993109085297669,0.9839658746611386,0.966231346205039,0.9750179741014925,186.45703125
0.12,4,70,14,0.9918125608972366,0.9991791959644705,0.9848014120390707,0.9654249072203692,0.9750169018427951,116.47265625
0.1,6,50,18,0.9918034910960466,0.9993007036303803,0.9840659691208371,0.966113903634456,0.9750073089595992,107.11328125
0.12,6,50,18,0.9917944212948566,0.9994473292036751,0.9838104120333836,0.9663174707568,0.9749854842341008,106.89453125
0.08,4,110,14,0.9917918299230881,0.9992103255424908,0.984590449272238,0.96551103177213,0.9749574058481474,180.70703125
0.05,7,70,22,0.9917814644360139,0.9992800101827056,0.9836548959603446,0.9663957658038552,0.9749489540013349,178.41015625
0.15,4,60,16,0.991777577378361,0.9993025174467951,0.984418901660281,0.965597156323891,0.9749171943304796,105.78515625
0.15,4,60,18,0.991777577378361,0.9993025174467951,0.984418901660281,0.965597156323891,0.9749171943304796,105.78515625
0.15,4,60,20,0.991777577378361,0.9993025174467951,0.984418901660281,0.965597156323891,0.9749171943304796,105.78515625
0.15,4,60,22,0.991777577378361,0.9993025174467951,0.984418901660281,0.965597156323891,0.9749171943304796,105.78515625
0.15,4,60,24,0.991777577378361,0.9993025174467951,0.984418901660281,0.965597156323891,0.9749171943304796,105.78515625
0.15,4,60,28,0.991777577378361,0.9993025174467951,0.984418901660281,0.965597156323891,0.9749171943304796,105.78515625
0.15,4,60,30,0.991777577378361,0.9993025174467951,0.984418901660281,0.965597156323891,0.9749171943304796,105.78515625
0.15,4,60,26,0.991777577378361,0.9993025174467951,0.984418901660281,0.965597156323891,0.9749171943304796,105.80078125
0.15,4,60,14,0.9917607334618653,0.99927429397689,0.9827217259182066,0.9672178637979362,0.9749081596818043,99.73828125
0.08,6,70,28,0.9917698032630553,0.999440406242488,0.9839777331164067,0.965996461063873,0.9749041918533444,221.01953125
0.15,6,50,10,0.9917555507183282,0.9992762359692755,0.9823297961130321,0.9675858505190962,0.9749020814351134,65.17578125
0.1,6,50,26,0.9917736903207082,0.9993553935358281,0.9847977695939415,0.9651900220792032,0.9748953147674386,148.28515625
0.15,4,60,10,0.9917723946348239,0.9992868497213205,0.985262838043148,0.9647124222921658,0.9748793417200728,77.00390625
0.05,6,120,20,0.9917412981736011,0.9994382034732695,0.983727975763374,0.9660747561109284,0.9748214511439768,276.84765625
0.05,6,100,22,0.9917438895453697,0.99931876317369,0.9840678452897625,0.965745916913296,0.9748207977365588,252.26953125
0.08,7,60,16,0.9917231585712213,0.9992807798281117,0.9830482833301484,0.9666541394591378,0.9747822860165645,115.48828125
0.08,5,90,22,0.991736115430064,0.999394997090594,0.9852828256974661,0.9644697076462942,0.9747651792708886,222.11328125
0.08,6,70,26,0.9917089060264942,0.999427479433241,0.9841725929650648,0.9654249072203692,0.9747086095070965,206.72265625
0.1,6,50,24,0.9916816966229243,0.9993534603749907,0.9847271506665388,0.9646967632827548,0.9746090505683301,137.92578125
0.12,7,50,10,0.9916402346746274,0.9990872201322258,0.9799350957733101,0.9693318300684298,0.9746046240681409,65.25390625
0.08,6,70,24,0.99167133113585,0.9994208325536619,0.9838058617993841,0.9655658383050688,0.974600515260238,192.16015625
0.08,4,110,12,0.9916506001617016,0.9992217014091174,0.9837960746768789,0.9654483957344858,0.9745358844868056,160.89453125
0.1,4,100,10,0.9916363476169745,0.9992990415670703,0.9825010941789679,0.9666776279732544,0.9745251334914578,125.37890625
0.12,5,60,28,0.991633756245206,0.9993834130413428,0.9822168494556097,0.966951660637948,0.974524479304345,161.58203125
0.12,5,60,12,0.9916402346746274,0.9992355157372816,0.9832475253837448,0.9659416545309344,0.9745177648936002,89.67578125
0.05,6,110,20,0.9916415303605116,0.9993909395807947,0.9834865604044238,0.9657067693897684,0.9745155746933455,254.19140625
0.05,7,80,18,0.9916402346746274,0.9992299444223421,0.9836869814932993,0.965495372762719,0.9745062865000277,169.51953125
0.05,6,110,18,0.9916350519310903,0.999375922046897,0.9834550615551445,0.9656989398850628,0.9744961246434751,231.20703125
0.12,7,50,14,0.9916065468416361,0.9992805267340568,0.9813638457018533,0.967656316061446,0.9744618781045494,86.17578125
0.08,5,90,16,0.991592294296909,0.9993308225097497,0.9810337028719259,0.967906860212023,0.9744260744477506,170.39453125
0.05,6,110,16,0.9916078425275203,0.9992664109480192,0.9836605739542528,0.9653231236591974,0.97440558279954,208.20703125
0.08,7,50,16,0.991592294296909,0.9990676540471621,0.9825040396723687,0.9664035953085608,0.9743873124637361,97.03515625
0.1,5,70,18,0.9915909986110247,0.9993723014951095,0.9824347770720915,0.966466231346205,0.9743850841463799,147.48828125
0.08,6,70,14,0.9915767460662976,0.999300125519553,0.981544010741497,0.967288329340286,0.9743640299855277,119.11328125
0.12,4,70,16,0.9915858158674876,0.9991668147418842,0.9829031230082855,0.9659573135403454,0.9743565443330885,124.03515625
0.12,4,70,18,0.9915858158674876,0.9991668147418842,0.9829031230082855,0.9659573135403454,0.9743565443330885,124.03515625
0.12,4,70,20,0.9915858158674876,0.9991668147418842,0.9829031230082855,0.9659573135403454,0.9743565443330885,124.03515625
0.12,4,70,22,0.9915858158674876,0.9991668147418842,0.9829031230082855,0.9659573135403454,0.9743565443330885,124.03515625
0.12,4,70,24,0.9915858158674876,0.9991668147418842,0.9829031230082855,0.9659573135403454,0.9743565443330885,124.03515625
0.12,4,70,26,0.9915858158674876,0.9991668147418842,0.9829031230082855,0.9659573135403454,0.9743565443330885,124.03515625
0.12,4,70,28,0.9915858158674876,0.9991668147418842,0.9829031230082855,0.9659573135403454,0.9743565443330885,124.03515625
0.12,4,70,30,0.9915858158674876,0.9991668147418842,0.9829031230082855,0.9659573135403454,0.9743565443330885,124.03515625
0.1,6,60,12,0.9915430582333064,0.9992202076436288,0.979733206665875,0.9689403548331532,0.9743068923030898,90.00390625
0.1,4,90,12,0.9915624935215706,0.9991107039844034,0.9832780453574048,0.9654327367250748,0.9742736818817506,131.83203125
0.1,6,50,20,0.991545649605075,0.9993042214979468,0.9835771228842978,0.965025602480387,0.9742130535301441,117.41015625
0.05,7,60,24,0.9915469452909592,0.9992560435372071,0.9838243512974052,0.9647828878345156,0.9742105845706244,166.11328125
0.1,4,90,16,0.9915469452909592,0.9993209982482617,0.9842264235373084,0.9643757535898279,0.9741999778540582,157.26953125
0.1,4,90,18,0.9915469452909592,0.9993209982482617,0.9842264235373084,0.9643757535898279,0.9741999778540582,157.26953125
0.1,4,90,20,0.9915469452909592,0.9993209982482617,0.9842264235373084,0.9643757535898279,0.9741999778540582,157.26953125
0.1,4,90,22,0.9915469452909592,0.9993209982482617,0.9842264235373084,0.9643757535898279,0.9741999778540582,157.26953125
0.1,4,90,24,0.9915469452909592,0.9993209982482617,0.9842264235373084,0.9643757535898279,0.9741999778540582,157.26953125
0.1,4,90,26,0.9915469452909592,0.9993209982482617,0.9842264235373084,0.9643757535898279,0.9741999778540582,157.26953125
0.1,4,90,28,0.9915469452909592,0.9993209982482617,0.9842264235373084,0.9643757535898279,0.9741999778540582,157.26953125
0.1,4,90,30,0.9915469452909592,0.9993209982482617,0.9842264235373084,0.9643757535898279,0.9741999778540582,157.26953125
0.08,6,90,10,0.9915119617720837,0.9992471643303791,0.9802160696876263,0.9682513584190664,0.9741969789471611,114.16015625
0.12,6,50,14,0.9915145531438523,0.9993228401943418,0.9806964510984695,0.967773758632029,0.9741922517644556,86.08203125
0.1,7,60,10,0.9915106660861994,0.9990639171414001,0.9805129913391073,0.9679381782308452,0.9741850074466325,77.37890625
0.05,7,120,12,0.9915197358873894,0.9991943145961929,0.9816906895208415,0.9667872410391318,0.9741819687974597,176.12890625
0.05,6,120,14,0.991504187656778,0.9993109415097944,0.9805732054607617,0.9678363946696732,0.9741631696120732,201.36328125
0.08,5,90,18,0.9915067790285466,0.999391854038061,0.9810008495232349,0.9674136014155744,0.9741598502020301,188.98828125
0.15,4,50,16,0.991527510002695,0.9988916074691403,0.9836216047953897,0.9648690123862764,0.974155069582505,88.62890625
0.15,4,50,18,0.991527510002695,0.9988916074691403,0.9836216047953897,0.9648690123862764,0.974155069582505,88.62890625
0.15,4,50,20,0.991527510002695,0.9988916074691403,0.9836216047953897,0.9648690123862764,0.974155069582505,88.62890625
0.15,4,50,24,0.991527510002695,0.9988916074691403,0.9836216047953897,0.9648690123862764,0.974155069582505,88.62890625
0.15,4,50,26,0.991527510002695,0.9988916074691403,0.9836216047953897,0.9648690123862764,0.974155069582505,88.62890625
0.15,4,50,28,0.991527510002695,0.9988916074691403,0.9836216047953897,0.9648690123862764,0.974155069582505,88.62890625
0.15,4,50,30,0.991527510002695,0.9988916074691403,0.9836216047953897,0.9648690123862764,0.974155069582505,88.62890625
0.15,4,50,22,0.991527510002695,0.9988916074691403,0.9836216047953897,0.9648690123862764,0.974155069582505,88.64453125
0.05,7,50,30,0.9915132574579679,0.9992130168124106,0.9832498484510098,0.9651587040603812,0.9741202873240772,170.45703125
0.05,6,100,20,0.9915132574579679,0.999291066770331,0.9835120985762625,0.964892500900393,0.9741133322267277,231.53515625
0.1,5,70,20,0.9915158488297365,0.9993436872793469,0.9845176974873247,0.9638903242980849,0.9740948221293835,161.80078125
0.08,5,90,28,0.9915003005991252,0.9994103633642731,0.9829788251801773,0.9653544416780194,0.97408691942454,239.56640625
0.08,5,90,30,0.9915003005991252,0.9994105113671606,0.9829788251801773,0.9653544416780194,0.97408691942454,241.05078125
0.08,5,90,26,0.9914990049132408,0.9994099389150886,0.9829786894786775,0.965346612173314,0.9740828668828732,236.01953125
0.05,7,70,20,0.9915067790285466,0.9991744591973941,0.9840368159919465,0.9643209470568892,0.9740791268758526,163.66015625
0.08,5,90,24,0.9914795696249766,0.9994126570564976,0.9828765485244176,0.9653309531639028,0.9740247428544343,231.87890625
0.05,6,100,18,0.9914834566826295,0.9992911365535406,0.9835090716070274,0.9647124222921658,0.97402007090825,210.59765625
0.08,5,100,10,0.9914406990484483,0.9992171452177203,0.9810160767617716,0.9669908081614758,0.9739529528661215,126.19140625
0.08,6,60,28,0.9914562472790597,0.999342815782426,0.9839931593331949,0.964054743896901,0.9739219160312589,190.33203125
0.1,6,50,28,0.9914562472790597,0.9993221683341702,0.9845817797762878,0.9634597015392806,0.9739062302140054,158.33203125
0.08,6,60,24,0.9914445861061011,0.9993353909911606,0.9834974012598501,0.9644853666557054,0.973898606581678,165.37890625
0.12,3,110,30,0.9914432904202168,0.9990808806245574,0.9833506265464124,0.964626297740405,0.9738984712187564,113.39453125
0.12,3,110,10,0.9914432904202168,0.9990808806245574,0.9833506265464124,0.964626297740405,0.9738984712187564,113.41015625
0.12,3,110,12,0.9914432904202168,0.9990808806245574,0.9833506265464124,0.964626297740405,0.9738984712187564,113.41015625
0.12,3,110,14,0.9914432904202168,0.9990808806245574,0.9833506265464124,0.964626297740405,0.9738984712187564,113.41015625
0.12,3,110,16,0.9914432904202168,0.9990808806245574,0.9833506265464124,0.964626297740405,0.9738984712187564,113.41015625
0.12,3,110,18,0.9914432904202168,0.9990808806245574,0.9833506265464124,0.964626297740405,0.9738984712187564,113.41015625
0.12,3,110,20,0.9914432904202168,0.9990808806245574,0.9833506265464124,0.964626297740405,0.9738984712187564,113.41015625
0.12,3,110,22,0.9914432904202168,0.9990808806245574,0.9833506265464124,0.964626297740405,0.9738984712187564,113.41015625
0.12,3,110,24,0.9914432904202168,0.9990808806245574,0.9833506265464124,0.964626297740405,0.9738984712187564,113.41015625
0.12,3,110,26,0.9914432904202168,0.9990808806245574,0.9833506265464124,0.964626297740405,0.9738984712187564,113.41015625
0.12,3,110,28,0.9914432904202168,0.9990808806245574,0.9833506265464124,0.964626297740405,0.9738984712187564,113.41015625
0.05,7,90,16,0.9914368119907955,0.9992609041039885,0.9826411304784449,0.9653074646497862,0.9738971764399208,171.31640625
0.1,6,70,10,0.9914212637601841,0.9991616067178107,0.9811361234495308,0.9667480935156042,0.9738889699531886,89.50390625
0.12,4,80,10,0.9914238551319526,0.9992247929493516,0.9814654315588598,0.9664270838226774,0.9738882072847918,101.19140625
0.15,4,50,14,0.9914342206190269,0.9988283847200903,0.9827562840310275,0.9651743630697922,0.9738859767971907,83.94140625
0.1,7,60,12,0.9914134896448784,0.999243847546161,0.9806463392368084,0.967202204788525,0.973877876015499,90.05078125
0.05,7,70,18,0.9914251508178369,0.9991174579548603,0.9830942541207257,0.96477505832981,0.9738485126292163,148.86328125
0.05,6,100,30,0.9914290378754897,0.999338669993615,0.9838899144151704,0.9639921078592568,0.9738393821111203,334.50390625
0.08,4,120,10,0.9914096025872255,0.9992606305873584,0.9818009644613499,0.965996461063873,0.9738345935876995,150.12890625
0.05,6,90,28,0.9914108982731099,0.9993128304764226,0.9839190517675456,0.9638511767745572,0.9737817346216366,283.61328125
0.05,6,110,14,0.99137461906835,0.9992445396891104,0.9804204795276154,0.9671943752838196,0.9737625186720847,184.95703125
0.08,5,80,16,0.9913720276965815,0.9992593079156391,0.9804049174212903,0.9671943752838196,0.9737548428798335,151.97265625
0.08,6,80,12,0.9913759147542343,0.9992551849320369,0.9811079319663011,0.9664975493650272,0.9737479391974505,118.70703125
0.08,6,70,16,0.9913953500424985,0.9993231702438203,0.9836005336017318,0.9640782324110176,0.9737415434009862,133.87890625
0.05,7,50,28,0.9913798018118871,0.9991729982478231,0.9822044496841569,0.9654014187062526,0.9737304498556814,159.97265625
0.08,6,60,18,0.9913875759271928,0.9992543774501638,0.9835456687567394,0.9640860619157232,0.9737186507826678,128.03515625
0.08,7,70,12,0.9913409312353587,0.9991547220367956,0.9790626063690839,0.9683844599990604,0.9736942582394873,104.51953125
0.05,7,60,22,0.9913772104401186,0.9992024831034875,0.9835368922189649,0.9640312553827844,0.9736863956095227,153.53515625
0.05,6,100,28,0.9913772104401186,0.9993537059017521,0.9839389215333573,0.9636241211380968,0.9736755706922672,314.48828125
0.12,4,60,14,0.9913668449530444,0.9989831522756449,0.9830187926425408,0.9644931961604108,0.9736678825626292,100.30078125
0.05,7,50,26,0.99135647946597,0.9985143235165693,0.9822249488100834,0.9652369991074364,0.9736568799731474,149.53515625
0.1,5,70,12,0.9913318614341687,0.9992759785111107,0.9813324212971064,0.965996461063873,0.9736040529023705,104.05078125
0.1,5,60,14,0.9913253830047474,0.9991596244212303,0.9808115559722542,0.9664897198603216,0.9735979714408528,102.25390625
0.08,5,80,18,0.991309834774136,0.9993190730862662,0.9811767886822161,0.9660199495779896,0.9735393792583767,168.53515625
0.08,6,60,14,0.9913124261459046,0.9991452502106025,0.9830130993909302,0.9641643569627786,0.9734974999505919,102.76953125
0.05,6,90,26,0.9913331571200531,0.9992914913532348,0.9856511166930157,0.961627597438186,0.9734911683463388,264.86328125
0.08,5,80,26,0.9913007649729461,0.9993126924052278,0.9820267686424474,0.9650960680227368,0.9734878100788968,207.78515625
0.08,5,80,28,0.9913007649729461,0.9993131857380559,0.9820267686424474,0.9650960680227368,0.9734878100788968,210.53515625
0.08,5,80,30,0.9913007649729461,0.9993134223360192,0.9820267686424474,0.9650960680227368,0.9734878100788968,211.47265625
0.15,5,50,12,0.9912670771399548,0.99933215124746,0.9793492559075709,0.9676328275473294,0.9734557885284897,75.50390625
0.05,6,90,24,0.9913085390882518,0.9992842057150745,0.9855709814621619,0.9615571318958362,0.9734159757779434,246.26953125
0.05,6,80,26,0.9912891037999876,0.9992387423157154,0.9854601478057823,0.9615493023911308,0.9733579028710694,236.06640625
0.05,7,110,14,0.9912450504799221,0.9992495022107348,0.9804507216789661,0.9663644477850332,0.9733566237791246,184.94140625
0.1,3,120,10,0.9912605987105334,0.9989128137544181,0.9826916171248454,0.964172186467484,0.9733438192833459,123.42578125
0.1,3,120,12,0.9912605987105334,0.9989128137544181,0.9826916171248454,0.964172186467484,0.9733438192833459,123.42578125
0.1,3,120,14,0.9912605987105334,0.9989128137544181,0.9826916171248454,0.964172186467484,0.9733438192833459,123.42578125
0.1,3,120,16,0.9912605987105334,0.9989128137544181,0.9826916171248454,0.964172186467484,0.9733438192833459,123.42578125
0.1,3,120,18,0.9912605987105334,0.9989128137544181,0.9826916171248454,0.964172186467484,0.9733438192833459,123.42578125
0.1,3,120,20,0.9912605987105334,0.9989128137544181,0.9826916171248454,0.964172186467484,0.9733438192833459,123.42578125
0.1,3,120,22,0.9912605987105334,0.9989128137544181,0.9826916171248454,0.964172186467484,0.9733438192833459,123.42578125
0.1,3,120,24,0.9912605987105334,0.9989128137544181,0.9826916171248454,0.964172186467484,0.9733438192833459,123.42578125
0.1,3,120,26,0.9912605987105334,0.9989128137544181,0.9826916171248454,0.964172186467484,0.9733438192833459,123.42578125
0.1,3,120,28,0.9912605987105334,0.9989128137544181,0.9826916171248454,0.964172186467484,0.9733438192833459,123.42578125
0.1,3,120,30,0.9912605987105334,0.9989128137544181,0.9826916171248454,0.964172186467484,0.9733438192833459,123.42578125
0.1,4,80,16,0.9912696685117234,0.9991674174692081,0.984563994937439,0.962332252861684,0.9733211910041178,139.81640625
0.1,4,80,18,0.9912696685117234,0.9991674174692081,0.984563994937439,0.962332252861684,0.9733211910041178,139.81640625
0.1,4,80,20,0.9912696685117234,0.9991674174692081,0.984563994937439,0.962332252861684,0.9733211910041178,139.81640625
0.1,4,80,22,0.9912696685117234,0.9991674174692081,0.984563994937439,0.962332252861684,0.9733211910041178,139.81640625
0.1,4,80,24,0.9912696685117234,0.9991674174692081,0.984563994937439,0.962332252861684,0.9733211910041178,139.81640625
0.1,4,80,26,0.9912696685117234,0.9991674174692081,0.984563994937439,0.962332252861684,0.9733211910041178,139.81640625
0.1,4,80,28,0.9912696685117234,0.9991674174692081,0.984563994937439,0.962332252861684,0.9733211910041178,139.81640625
0.1,4,80,30,0.9912696685117234,0.9991674174692081,0.984563994937439,0.962332252861684,0.9733211910041178,139.81640625
0.08,6,60,26,0.9912593030246492,0.999313427192459,0.9840588988476312,0.9627785346298993,0.9733024117269928,177.84765625
0.12,5,60,16,0.9912320936210792,0.9993487252186235,0.9813516288472712,0.965362271182725,0.9732912856257623,114.47265625
0.08,6,60,30,0.9912411634222692,0.9993204793872147,0.9835462671293113,0.963185668874587,0.973259493670886,201.91015625
0.05,7,120,10,0.9912022928457408,0.9990022559960411,0.9794931167924887,0.967084762217942,0.9732493913153105,150.76953125
0.08,6,50,18,0.9912320936210792,0.9990837861856395,0.9835608114050869,0.9631152033322372,0.9732306389914118,107.47265625
0.05,6,80,24,0.9912489375375749,0.9992284638525116,0.9855266749080868,0.9612361222029094,0.9732298569933728,219.47265625
0.08,6,80,10,0.9911880403010137,0.9990720560177268,0.9803217477656405,0.9661452216532782,0.9731818594068542,101.95703125
0.08,6,60,22,0.9912139540186994,0.9992616004043904,0.9838530289573282,0.9627080690875495,0.97316570306966,152.98828125
0.1,5,70,10,0.9911828575574766,0.9991388966441794,0.9805043592983794,0.9659259955215234,0.973160582933996,89.44140625
0.08,5,80,14,0.9911854489292452,0.9991803886671651,0.9809174574639866,0.9655188612768356,0.973157248884347,135.36328125
0.08,6,50,24,0.9912022928457408,0.9992063263282026,0.983457263932198,0.9630369082851818,0.9731399727839488,138.59765625
0.15,5,50,10,0.991166013640981,0.9990760228233333,0.9793897004012625,0.9669673196473592,0.9731388678769541,65.06640625
0.08,5,70,16,0.9911802661857081,0.9990708961248713,0.9811464907324139,0.9652526581168476,0.9731346817957572,133.51953125
0.08,7,80,10,0.9911595352115596,0.9991384827345023,0.9789027530204001,0.9674292604249856,0.9731321890000669,101.95703125
0.1,5,60,16,0.9911776748139395,0.9992384457993759,0.9812610948806331,0.9651195565368534,0.9731233939757562,114.62890625
0.1,7,50,12,0.9911439869809482,0.9991050822694659,0.9797978996165967,0.9664114248132664,0.9730586245905581,75.80078125
0.12,6,60,10,0.9911284387503368,0.9992218540557094,0.9784816840971887,0.967671975070857,0.9730468088791614,77.33203125
0.1,5,70,22,0.9911621265833281,0.9993778418358101,0.9823037091999968,0.9639607898404347,0.9730458114510845,174.73828125
0.1,7,50,14,0.9911375085515268,0.9991799182671869,0.9799113877816773,0.9662548347191556,0.9730351961650057,86.20703125
0.05,6,90,30,0.9911711963845181,0.9993105752649486,0.98380229840904,0.9624966724605002,0.9730328718764594,301.72265625
0.12,5,50,14,0.9911388042374111,0.9991473664999408,0.9805143697579203,0.9656441333521242,0.9730224411949177,85.83203125
0.08,4,100,12,0.9911582395256753,0.9990919203088551,0.9832363380551914,0.9629899312569487,0.9730078239338011,146.72265625
0.05,5,120,20,0.9911349171797583,0.9992299348674947,0.9816473550834356,0.9644618781415888,0.9729787368487568,275.33203125
0.1,5,70,26,0.991133621493874,0.9993476896968188,0.9822852081488043,0.963804199746324,0.972956951640248,185.62890625
0.1,5,70,28,0.9911323258079897,0.9993481709766809,0.982285066790086,0.9637963702416185,0.972952892823269,187.75390625
0.1,5,70,30,0.9911323258079897,0.999348369659161,0.982285066790086,0.9637963702416185,0.972952892823269,188.26953125
0.12,5,50,20,0.9911258473785683,0.999277727127239,0.981638654457647,0.9644149011133556,0.97295055745785,116.53515625
0.1,5,70,24,0.9911310301221055,0.9993464102468052,0.9822849254291117,0.963788540736913,0.9729488339742095,181.42578125
0.05,6,70,24,0.9911530567821382,0.9991587765926152,0.9853777221044517,0.9607976699393996,0.9729324738957734,192.66015625
0.05,6,90,22,0.9911323258079897,0.9992410618461443,0.9836590323458332,0.9624027184040338,0.9729147868483956,227.51953125
0.08,4,100,16,0.991133621493874,0.9990904917861998,0.9841395717684377,0.9619251186169963,0.9729055554895649,174.67578125
0.08,4,100,18,0.991133621493874,0.9990904917861998,0.9841395717684377,0.9619251186169963,0.9729055554895649,174.67578125
0.08,4,100,20,0.991133621493874,0.9990904917861998,0.9841395717684377,0.9619251186169963,0.9729055554895649,174.67578125
0.08,4,100,22,0.991133621493874,0.9990904917861998,0.9841395717684377,0.9619251186169963,0.9729055554895649,174.67578125
0.08,4,100,24,0.991133621493874,0.9990904917861998,0.9841395717684377,0.9619251186169963,0.9729055554895649,174.67578125
0.08,4,100,26,0.991133621493874,0.9990904917861998,0.9841395717684377,0.9619251186169963,0.9729055554895649,174.67578125
0.08,4,100,28,0.991133621493874,0.9990904917861998,0.9841395717684377,0.9619251186169963,0.9729055554895649,174.67578125
0.08,4,100,30,0.991133621493874,0.9990904917861998,0.9841395717684377,0.9619251186169963,0.9729055554895649,174.67578125
0.12,4,70,10,0.9910973422891142,0.9990335103888169,0.9802039210699895,0.9657067693897684,0.9729013429039064,89.09765625
0.1,7,50,10,0.9910714285714286,0.9988627806823311,0.9774381425782948,0.9684001190084716,0.9728981409013502,65.25390625
0.05,6,70,26,0.9911388042374111,0.99915373038098,0.9851426736766064,0.9609464305288048,0.9728941329412184,207.22265625
0.08,6,50,30,0.9911258473785683,0.9992101055621824,0.9837048301252551,0.9623165938522729,0.9728931756026707,169.67578125
0.05,6,80,28,0.9911232560067997,0.9992494941024864,0.9836968266037056,0.9623087643475674,0.9728852600458311,252.75390625
0.05,6,80,22,0.991133621493874,0.9991586686447184,0.9849475652125074,0.9611108501276209,0.9728832231041438,202.83203125
0.15,3,90,10,0.991101229346767,0.9990999467090653,0.9816589083025125,0.9642426520098338,0.972872840452172,93.26953125
0.15,3,90,12,0.991101229346767,0.9990999467090653,0.9816589083025125,0.9642426520098338,0.972872840452172,93.26953125
0.15,3,90,14,0.991101229346767,0.9990999467090653,0.9816589083025125,0.9642426520098338,0.972872840452172,93.26953125
0.15,3,90,16,0.991101229346767,0.9990999467090653,0.9816589083025125,0.9642426520098338,0.972872840452172,93.26953125
0.15,3,90,18,0.991101229346767,0.9990999467090653,0.9816589083025125,0.9642426520098338,0.972872840452172,93.26953125
0.15,3,90,20,0.991101229346767,0.9990999467090653,0.9816589083025125,0.9642426520098338,0.972872840452172,93.26953125
0.15,3,90,22,0.991101229346767,0.9990999467090653,0.9816589083025125,0.9642426520098338,0.972872840452172,93.26953125
0.15,3,90,30,0.991101229346767,0.9990999467090653,0.9816589083025125,0.9642426520098338,0.972872840452172,93.26953125
0.15,3,90,24,0.991101229346767,0.9990999467090653,0.9816589083025125,0.9642426520098338,0.972872840452172,93.28515625
0.15,3,90,26,0.991101229346767,0.9990999467090653,0.9816589083025125,0.9642426520098338,0.972872840452172,93.28515625
0.15,3,90,28,0.991101229346767,0.9990999467090653,0.9816589083025125,0.9642426520098338,0.972872840452172,93.28515625
0.12,5,60,10,0.9910740199431971,0.9990908224252586,0.9788537596398481,0.966951660637948,0.9728663087702991,77.25390625
0.05,6,70,28,0.9911128905197255,0.9992082632149445,0.983928185334369,0.9620112431687572,0.9728462899694773,221.83203125
